text,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_label_short,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
My sister-in-law's blonde lives in Lahaina & all her friends are 80% blonde. every photo they're all drinking wine. my wife on the other hand is a spitting image of her Filipina mom.,False,False,False,False,F,F,F,F,T,['other'],,['other'],F,['fentanyl'],['fentanyl'],[],[],[]
Tapping out. Dang take it. Taking my morphine pills so out of hit for a good while. Please no texts unless it's an absolute emergency,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['other', 'Morphine']",T,"['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine']
You'd think they'd want to crack down on CRACK.  But who am I to tell you how to raise your kid named Hunter?,False,True,True,False,T,T,F,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"Calling all cannabis lovers and NFT collectors out there: MrGreen just hit the streets and it's time for you to mint your own Mary Jane!
What if we told you that you can now grow your own cannabis from the comfort of your couch and then trade it for NFTs?
Unreal!!",True,True,True,True,T,T,T,T,F,['Marijuana'],,['CBD'],T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"I'd wager the US is backfilling them? Keeping Putin's regime at bay and saving democracy for Ukraine is worth every penny IMO. When Ukraine defeats Putin's army, the world will owe them more than we gave them because they had to pay with blood 😔",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"He has smoked the usual thin, NDLEA should test this man for relatively drug overdose",True,True,True,True,T,T,T,T,T,,['other'],['other'],T,[],[],[],[],[]
Xs family said it was a reaction to the COVID vaccine why are people still saying it's an overdose ???,False,False,True,False,F,F,F,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
"""Uhhh lemme get a Caesar salad please with croutons and codeine dressing.""",True,True,False,False,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Every time one of my tweets gets even mildly popular (100+ likes) it's an incredibly stressful experience

I've watched friends crack under the strain 😥

So now I deliberately try not to get a lot of attention, here or on any other social media platform",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"I remain the glass could peel, the paint could shatter (yeah) When there ain't a crack in the bones are good, the glass could",False,False,False,False,F,F,F,F,F,,,['other'],F,['methamphetamine'],['methamphetamine'],[],['methamphetamine'],[]
To be wifed up and allowed to be a spoloed brat huh kim mesun how we ran district for how long Rev Mac come show his shoes brings HIS GUN TOTONG KIDS AND AL FLOWERS COMES WITH THE CRACK HEAD 20 A DAY TEAM FOR A BUMP TO HELP FACILITATE THEFT,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,"['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']",[],['ketamine'],[]
"-said wh*te guy saying to the other wh*te guy ""yeah we know you like heroin""
-wh*te girl saying if it's not flo milli's most popular songs she doesn't know it as the second wh*te guy recites beef flo mix and the first wh*te guy goes ""classic wh*te girl, don't know music""",True,True,True,True,T,F,T,T,T,['other'],['other'],['Heroin'],T,['fentanyl'],['fentanyl'],[],[],[]
I was going for drug dealer 🤣🤣🤣 but 🤷🏽‍♀️,False,True,False,True,T,T,T,T,T,,,['other'],T,[],[],[],[],[]
"Weed? And every other drug under the sun. 

At least six overdose deaths were directly attributed to drugs purchased on his Silk Road site. Likely a mountain more.

Fair enough if you want drug laws changed but as the law exists, he's a dealer & was caught. No injustice.",True,True,True,True,T,T,T,T,T,['Marijuana'],"['Marijuana', 'other']","['Marijuana', 'other']",T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
I'm in love with Mary Jane and codeine I don't love these hoesss,True,True,True,True,T,T,T,T,T,"['Marijuana', 'Codeine']","['Codeine', 'Marijuana']","['CBD', 'Codeine']",T,"['codeine', 'delta-9-thc-cooh']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine']
"Switzerland to launch 1st cannabis sale pilot in summer
'Attitudes about the recreational use of cannabis have been shifting around the world, with Malta becoming the first EU member country to legalize the recreational use of cannabis last year.'",False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,[],[],[],[],[]
"Trying to give me more morphine! No!
*ahem* codeine is fine! Kkta…",False,True,True,True,F,T,T,T,T,"['Codeine', 'Morphine']","['Codeine', 'Morphine']",['Codeine'],T,"['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']"
"According to   HAHK is original and MPK has 5 cr footfalls.
Salman said I didnt got credit because people loved the heroin more but I doubt it but incase of HAHK there is no doubt that salman khans contribution was close to 0. 
1.MPK 3.3 cr ffs
 ..
Saajan 2cr ffs",False,False,True,True,F,F,T,T,F,['other'],,"['other', 'Heroin']",T,[],[],[],[],[]
"Why stop with dewormer?  Hell, pump them full of Viagra, methadone, morphine, Zanax, Diflucan, or whatever. Make bills where they just get something out of a surprise grab bag.",True,True,True,True,T,T,T,T,T,"['other', 'Morphine', 'Methadone']","['Methadone', 'Morphine', 'other']","['Zolpidem', 'Methadone', 'Morphine', 'other']",T,"['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']"
"#cannabiscommunity #marijuana #cannabis Court rules to revoke marijuana ballot initiatives in Lamar – Lamar Ledger In November, the citizens of Lamar voted in favor of allowing legal recreational marijuana sales within city limits.
In January of this",False,False,False,False,F,F,F,F,T,['Marijuana'],['Marijuana'],['Marijuana'],F,[],[],[],[],[]
I just took a piss and saw codeine coming out.,False,True,False,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I know when i'm like 75 years old and crack open Have One on Me, i'm gonna find something out of it that I didn't notice before",False,False,False,True,F,F,F,T,T,,,['LSD'],T,[],[],[],[],[]
Democratic U.S. Senate candidate Thomas McDermott Jr. smokes marijuana in a new campaign ad in which he calls for the legalization of cannabis at both the federal level and in Indiana.,True,False,False,False,T,F,F,T,T,['Marijuana'],['Marijuana'],['CBD'],T,[],[],[],[],[]
The actual FACTS are that NEITHER autopsy report states that his death was from a overdose.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
I think so it's paracetamol based isn't it? With codeine supplement. Dr Google?,False,True,False,False,F,F,F,F,T,"['other', 'Codeine']",['Codeine'],"['Codeine', 'other']",F,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Caddy shack >mr bean but do go on,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Just found these baggies my mom gave me for my bday (in a gift bag with a bunch of other stuff). I didn't realize til now, but my mom totally thinks I'm a drug dealer",True,True,True,True,T,T,T,F,T,,,['other'],F,[],[],[],[],[]
"These pharmacist should be punished for stealing beyond what was in the pocket.
Otherwise they r not that bad since it wasn't overdose. Plus the patient must have called for their service",False,False,False,True,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Lost my little mans 4 days ago to a overdose. Please stop with xans man. Begging yall folk. 💔. Lub Bookie 🔵⚫️,False,True,True,True,F,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
this fraud dealer is yet to register my name. I don't even know whether my booking is done or not. Please help me out.,False,False,False,False,F,T,T,F,T,,,['other'],F,[],[],[],[],[]
It's irrelevant because he did not die of drug overdose. I'm sure it didn't help by he died because of asphyxiation and neck compression. Chauvin should have known from his years of experience about positional asphyxia and its risks.,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Drank so much codeine, drinking til im colour blind, she gon' do the coke until she can see the line.",True,True,True,True,T,T,T,T,T,"['Codeine', 'other']","['Codeine', 'other']","['Codeine', 'Cocaine']",T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"New Delhi:  A novel way to smuggle in heroin through cloth threads has been detected with the DRI and ATS Gujrat, in a joint operation, seizing a container at Gujarat's Pipavav port with 9,760 kgs of such thread. According to a DRI official, the drug syndicate used this unique mo",True,True,False,True,T,T,T,T,F,['other'],,['Heroin'],T,[],[],[],[],[]
"We're partnering with  and  to host an online discussion about our newest issue brief, The Impact of the Overdose Crisis on the Latino Community in California 
Join us on Wednesday April 21 @ 3pm PST  
Register here:",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"WATCH:  details waking up in the hospital after her overdose in 2018 & how she questioned her music career in that moment ⬇️ #DWTDTAOSO  #DemiDWTD

Full interview at",False,False,True,True,T,F,T,T,T,,,['other'],T,[],[],[],[],[]
"So it's ok to shit on someone that accidentally dies of an over dose? But it's not ok to shit on someone that cowardly kills the self.... like let's say Robin Williams, Anthony Bordain.",False,False,False,False,F,F,F,F,T,,,"['other', 'Fentanyl']",F,[],[],[],[],[]
Dropped 2 ounces of codeine in my Minute Maid 🍇,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Don't miss it - TOMORROW, join us along w/ Balanced Veterans Network and Iraq and Afghanistan Veterans of America () for the 1hr virtual program, Alternative Therapies: Cannabis Panel starting at 4PM EDT. #cannabisforveterans #420 #webinar",False,False,False,False,F,F,F,F,T,['Marijuana'],"['Marijuana', 'other']",['CBD'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
I don't want to be the kind to push someone when their back is turned 🥴,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
I'm tryna overdose on her booty. sniff the butt crack,False,True,True,True,F,T,T,F,T,,['other'],['other'],F,[],[],[],[],[]
"germany was the world's dealer b4 WWII with best quality shit bc they had to synthesize drugs unlike other countries that imported from their colonies, makes sense #Blitzed",True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"IF YOUR A CRACKHEAD! AND SMOKING CRACK.
YOU AINT SLEEPING.",True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,['zolpidem'],[],[],['zolpidem'],[]
"And I am in!
Merch Hat with the rare cannabis outfit, perfect for tomorrow.",False,False,True,False,F,T,T,F,F,['Marijuana'],,['Cannabis'],F,[],[],[],[],[]
man i love johnny rocketfingers i love talking about him i would give him my kidneys and buy them back for 44 billion dollars so he can use that money to buy himself some crack man i just fucking love johnny rocketfingers,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
And I'm sippin on that codeine not Brandy 😛,True,True,True,True,T,T,T,T,F,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"5. George's girlfriend talked about his overdose in March and the symptoms, such as his stomach hurting. The same complaint about his stomach hurting occurs in May 2020 arrest video.

6. From the body cam, there sounds like a portion where Floyd says he ate too many drugs.",True,True,True,True,T,T,F,T,F,['other'],['other'],"['Amphetamine', 'Codeine', 'other']",T,[],[],[],[],[]
"cuntER is just advertising Pedo joe's     aka 
10% for the big guy

FREE CRACK PIPES

seeing he will be Joes biggest customer.
PS see below. This is the smartest man joe knows.",True,True,True,True,T,F,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
Nothing helps me put the kids to sleep like a spoonful of Chloroform and Morphine!,True,True,True,True,T,T,T,T,T,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
😂😂😂When a babe comes I'll answer that 🙂🙏,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"At that point most folks are already drawing a morphine prescription, heroin is not that wild.",True,True,True,True,T,T,T,T,T,"['other', 'Morphine']","['other', 'Morphine']","['Morphine', 'Heroin']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"I want 3 things in life
Bronte
To be small and skinny
To be able to make better music",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Crack is one hell of a drug my G,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"Again, how does that fix medical racism?

How does that prevent the emergency department from mistaking my heart attack for a drug overdose?

I'm all ears.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"Molly and codeine in my fanta, it's a lot of dreams in my fanta",True,True,True,True,T,T,T,T,T,"['Codeine', 'MDMA']","['Codeine', 'other', 'MDMA']","['Codeine', 'other', 'MDMA']",T,"['codeine', 'mdma']",['codeine'],"['codeine', 'mdma']",['codeine'],['codeine']
"In a big breakthrough, the DRI arrested a businessman in connection with last year's #drug haul case, where 205.6-kg heroin was seized at #Kandla port in Gujarat.
✍️",False,False,False,True,T,F,F,T,T,['other'],,"['other', 'Heroin']",T,[],[],[],[],[]
#EUPHORIA nahhh ion trust how she pulled that morphine out,True,True,True,True,F,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Morrison in deep with this crack head is really very telling.,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"Meaning of #heroina Heroin is an alkaloid synthesized from morphine, like this, is analgesic, but also has certain stimulating effects.  It is very addictive, and more potent than morphine but its effect is less durable...",False,False,False,False,F,F,F,F,T,"['other', 'Morphine']",,"['Morphine', 'Heroin']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
im sick to my back teeth of looking at illegal cannabis drugs and failed breathalyzers that the gardai put up on twitter. or some yahoo garda out for a cycle in the wicklow mountains. thats another one. there should be more dogs and we all have a look to see do we know them.,False,False,False,False,F,F,F,T,F,['Marijuana'],,"['Marijuana', 'Cannabis']",T,[],[],[],[],[]
"now kiles create a new project,
And in 1 years win the final championship Valorant 
AGAIN 
Crack absoluto
#yoestoyconkiles",False,False,True,True,F,F,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"Love Overdose - Three Things [US, new wave, alternative rock] (1985) My mom had a cassette copy of this California band's EP ""Chicks Rule, OK?"" in her attic, but she says she doesn't remember anything about them. Link to the",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
""" just get me some fuckin' morphine doc before I rip out your other eye. """,True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],"['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Receiving our Flower Sales License is another avenue for Ayurcann to gather market share and pursue higher-margin growth within the cannabis market.

Read more here:  $AYUR

#four20 #THC #flower #cannabis",False,True,False,False,T,F,F,T,T,"['Marijuana', 'other']","['delta‑9‑THC‑COOH', 'Marijuana', 'other']",['CBD'],T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"🇺🇸 Thanks Chloe1⃣1⃣,
of the follow Crack!!! Soccer ⚽️🤙🏼",False,True,True,True,F,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
I knew something was off today.  fix it.,False,False,False,False,F,F,T,F,F,,,['other'],F,[],[],[],[],[]
"To watch NBA Game: Memphis Grizzlies vs Minnesota Timberwolves stream go to link in tweet below: 
Live NBA Streams 
Playoffs 2022 games 
#NBAPlayoffs #Timberwolves #RaisedByWolves 

CLICK    ====v",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Opium is the source of heroin, morphine, paregoric, and codeine.   Chronic use appears to produce permanent physiological damage

#CRJ107 #DrugUseAndDelinquency",False,False,False,False,F,F,F,T,T,"['other', 'Codeine', 'Morphine']","['Codeine', 'Morphine', 'other']","['Codeine', 'Paregoric', 'Morphine', 'Heroin', 'other']",T,"['delta-9-thc-cooh', 'codeine', 'morphine', 'zopiclone']","['codeine', 'delta-9-thc-cooh', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']"
Clout really hit society like crack in the 80s,False,False,True,True,F,F,F,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
"Since the MURDER OF JFK, by people who did not like his politics. 
JFK went to Vietnam, he didn't want any part of it. The war for control of the Golden triangle, heroin trade!",True,True,False,False,T,F,F,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"// ment of drugs

saying someone is on drugs bc of their tics: one of my friends at the begging of the school year used to say this. comparing tics to an overdose is extremely insensitive to both drug addicts and people with tourettes, so please dont say this",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
How the Legalization of Cannabis Will Impact Thailand CBD Relief Authority News -,False,False,False,False,F,F,F,F,T,"['CBD', 'Marijuana']",,['CBD'],F,"['cbd', 'morphine']",['cbd'],['cbd'],"['cbd', 'morphine']",['cbd']
"Brilliant : #GeorgeFloyd #BLM #Chauvin

Pathologist rules out overdose as cause of George Floyd's death during Chauvin trial",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other supply disruptions cut into the selection on dealer lots.,False,False,False,False,F,F,F,F,T,,,,F,[],[],[],[],[]
It's kind of insane that Switzerland's medical cannabis program is more stringent than UTAH.,False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],F,[],[],[],[],[]
"RT ganjapreneur ""Ben & Jerry's is partnering with the  to urge fans to take action for #cannabis reform this April 20.  #legalization",True,False,True,False,F,F,F,F,F,['Marijuana'],['Marijuana'],['CBD'],F,[],[],[],[],[]
"YouTube - opiate withdrawal help, addiction: the actiq diaries vol ...",False,False,True,False,F,F,F,T,T,['other'],,['other'],T,"['fentanyl', 'methadone']",[],[],"['fentanyl', 'codeine']",['fentanyl']
"got a cute lil pendant necklace i can store 2 pills of morphine inside
sick",True,True,True,True,T,T,T,T,T,['Morphine'],['Morphine'],['Morphine'],T,"['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine']
honestly I haven't experimented enough with weed to know. I do know morphine gives me less trouble than codeine.,True,True,False,True,T,T,F,T,T,"['Marijuana', 'Codeine', 'Morphine']","['Marijuana', 'Codeine', 'Morphine']","['Codeine', 'Morphine']",T,"['codeine', 'morphine', 'delta-9-thc-cooh']","['codeine', 'morphine', 'delta-9-thc-cooh']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']"
Herrr ODOGWU can retire now…Wht can you show him again 🔥🔥,False,False,False,False,F,T,F,F,F,,,['other'],F,[],[],[],[],[]
"I now live in Southwestern Oregon and grew up in the Northern California Emerald Triangle . . .
If the cannabis devastation of resources was happening in the Amazon, you'd all be furious, but enjoy!",False,False,False,False,F,F,F,T,T,['Marijuana'],,['CBD'],T,[],[],[],[],[]
Floyd claimed he couldnt breathe while standing up.  Fent and meth tend to do that to you when you overdose...,True,True,True,True,T,T,T,T,T,"['Fentanyl', 'Methamphetamine']","['Fentanyl', 'Methamphetamine']","['other', 'Fentanyl', 'Methamphetamine']",T,"['fentanyl', 'methamphetamine']","['fentanyl', 'methamphetamine']",['methamphetamine'],"['fentanyl', 'methamphetamine']",['methamphetamine']
Would you recommend a patient with signs of Morphine and Gabapentin toxicity for CT and MRI?,False,False,False,False,F,F,F,F,T,"['Morphine', 'Gabapentin']","['Morphine', 'Gabapentin']","['Morphine', 'Gabapentin']",F,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']"
"Anthony Durante, a professional wrestler, experienced an accidental oxycodone or fentanyl overdose in 2003 at age 36",False,False,False,False,T,F,F,F,T,"['Oxycodone', 'Fentanyl']",,"['Oxycodone', 'Fentanyl']",F,"['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']","['fentanyl', 'oxycodone']"
many say Silicon Valley drug culture revolves around stimulants and weed but I only ever seem to hear programmers talk about codeine,True,True,True,True,T,T,T,T,T,"['other', 'Codeine', 'Marijuana']","['Codeine', 'Marijuana']",['Codeine'],T,"['codeine', 'delta-9-thc-cooh', 'amphetamine']","['codeine', 'delta-9-thc-cooh']",['codeine'],"['codeine', 'amphetamine']",['codeine']
"ON HEROIN ALLERGY DEATHS, THEY DO NOT MEAN TO KILL YOU, THEY DO NOT SEE YOU. JF",True,True,True,True,T,T,F,T,T,['other'],['other'],['Heroin'],T,[],[],[],[],[]
"yep, I stopped drinking 8 1/2 yrs ago, strictly #Cannabis now, I don't miss a drop",True,True,False,True,T,T,T,T,T,['Marijuana'],['Marijuana'],['CBD'],T,[],[],[],[],[]
"""I'm on Ocean Drive sippin codeine with the top down, 20 grand on me and a glock 9"" -21",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],"['Codeine', 'other']",T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Utica woman arrested after troopers discover heroin in vehicle during traffic stop.,True,True,False,False,F,T,F,T,T,['other'],['other'],['Heroin'],T,[],[],[],[],[]
"Friday's seizure is the third such haul in two weeks. A container was filled with yarn, but an examination showed that the threads were laced with a heroin derivative.",True,True,True,True,T,F,T,T,T,['other'],['other'],"['other', '6-Acetylmorphine']",T,['fentanyl'],[],[],['fentanyl'],[]
No shit there was a fucking pandemic going on,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"I don't understand how 4 men kneeling on a man, one bearing down harder and harder on his neck, while he's having an overdose is still not murder",True,False,False,False,T,T,F,T,T,,,['other'],T,[],[],[],[],[]
"Don't forget all those experimental and illegal drugs that people pay for and voluntarily put into their bodies every day. Then when thing go wrong or they overdose the tax payer pays, while the suppliers get rich! We can vote Governments in/out, nor drug dealers!",True,True,True,True,F,T,F,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"The new #Daikin AC leaking. Had intimated your area manager aakash. Poor installation by your dealer. Had DMd details to you 22 hrs ago. 
Will there be any resolution or should I arrange for my own service of the new faulty #Daikin AC. Please advise.",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"Let me tell you something about morphine besties… IT AINT NO JOKE, I got it once when I went to the ER for stomach pain, felt like I was levitating off the guest hospital bed #EuphoriaHBO",True,True,True,True,T,T,T,T,T,['Morphine'],"['other', 'Morphine']",['Morphine'],T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Exactly. And it doesn't matter what he said. Not a death sentence. 

But, let's humor them for a second, and say he took too many drugs. If it was a drug overdose and not chauvin choking him to death, why did the NARCAN have no effect?",True,True,False,False,F,T,F,T,T,['other'],,['other'],T,[],[],[],[],[]
"Everywhere we go we clean, she wants me to quit that lean, baby I can't quit that lean, put a ring around codeine😛",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
How high do you have To be to fall asleep  while smoking crack ??,True,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
Nigerian drug dealer sentenced to 10 years imprisonment in India,True,False,False,True,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
"THIS IS 100,000 POUNDS OF CANNABIS HEMP FLOWER #shorts #agriculture #far...",False,False,True,False,T,T,T,F,T,['Marijuana'],,['CBD'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"I've been to Amsterdam, Barcelona, Ibiza and Madrid so far. Think Ibiza wins for best locally grown Cannabis. Toss up on a tie for hash between the Nepalese in Amsterdam and that half gram the girl eyeballed within a .02g difference.",True,True,True,True,T,T,T,T,F,['Marijuana'],"['Marijuana', 'other']",['CBD'],T,"['fentanyl', 'delta-9-thc-cooh']","['fentanyl', 'delta-9-thc-cooh']",[],[],[]
"It seems relevant to point out that I left high school to go to college at 16 and when I went back to walk with my graduating class, SEVERAL people came up to tell me they had heard I'd died of a heroin overdose (I had never done drugs in my life)",True,False,True,False,T,F,F,F,T,['other'],,['Heroin'],F,[],[],[],[],[]
Gossiping with qai is literally my daily dose of morphine,False,True,True,True,F,F,T,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Meant to check up to see how you got along with Morphine (just curious, I don't care if someone dislikes what I like).
onlookers: the band, not drug lol",False,False,False,False,F,F,T,T,T,['Morphine'],,"['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"Woonsocket denies clinical #cannabis dispensary, in latest snag for growth",False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,[],[],[],[],[]
I had my gall bladder removed in '07. There was a post-op mix up resulting in the nurses administering too much morphine and it was fucking fantastic.,True,True,True,False,F,T,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
I was woken up this morning by my mom telling me to call off work and that hospice just left our house telling us that my grandmas not gonna be here much longer and started her on the morphine. Woke up to my worst nightmare,False,False,False,False,F,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
"So DMX died. Can we actually use his death to, Idk, bring light to addiction issues?? Cuz we haven't actually done that with any other celebrity to die of an overdose and there's been a lot.",False,False,False,False,F,F,F,F,T,,['other'],['other'],F,[],[],[],[],[]
You smoking crack my guy. There was no coup. There was fraud. To deny it is being at best intellectually dishonest and at worse straight up fucking lying..the history books will support it.,False,True,True,True,T,T,T,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
#NowPlaying Angel Of Small Death & The Codeine Scene by Hozier ♫,False,False,False,False,F,F,F,F,F,['Codeine'],['Codeine'],['Codeine'],F,"['phencyclidine', 'codeine']","['phencyclidine', 'codeine']",['codeine'],['codeine'],['codeine']
"Let's see now, one protestor died from a drug overdose , 2 from heart attacks, one was murdered by a policeman, and a policeman died of a state secret.",True,False,False,False,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
"""The internet is saturated with it"" I need more. I need to write him 100 pages worth of bad fanfic on ao3. I need comics of him and Morgott in the sewers. I need to inject cloudycats' i will tell you of the sun directly into my bloodstream like pure heroin.",False,True,True,True,T,T,T,T,T,['other'],['Heroin'],['other'],T,[],[],[],[],[]
baby i can't quit that lean put a ring around codeine 💍,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I got a syrup addiction, Im in love wit codeine",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"Overdose @ 2104 Mac Arthur Rd

3 FD units responding.
3 PD units responding.",False,False,False,True,T,F,F,F,T,,,['other'],F,[],[],[],[],[]
They do crack at orgies conducted by radical right wing corrupt RepubliCONS. Ask cowthorn about it.  Now go back to school and get an education.  President Biden WON.  Everyone caught committing ELECTION FRAUD has been a REPUBLICON.,True,False,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"Then: Big gay bear artist.

Now:Big gay bear artist + legal drug dealer",False,True,True,False,F,T,T,F,F,,,['other'],F,[],[],[],[],[]
I gotta bitch for everyday of the week & I gotta brick for every crack on yo street,True,True,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
Oh look the people responsible for banning cannabis in 1938 and all the cannabis related arrests and incarceration since then are the same people finding Dr. Oz's senate bid. The DuPont Family. Worst human beings who have ever lived. Ever. 😃,False,False,False,False,F,F,F,F,T,['Marijuana'],,['Cannabis'],F,[],[],[],[],[]
"I'm a medical cannabis advocate, so I share my creations to encourage others to try the same thing I do. It's a lot cheaper when you make your own edibles and the effects last a lot longer than smoking or vaping.",True,False,True,False,T,F,F,F,T,['Marijuana'],,"['CBD', 'delta‑9‑THC‑COOH']",F,[],[],[],[],[]
"He didn't overdose you bitch, his family confirmed that already",False,False,False,False,F,F,F,T,T,,,['other'],T,[],[],[],[],[]
