text,label,tweet_num,found_terms,found_index_terms,GPT_found_index_terms,pubchem_found_index_terms,redmed_found_index_terms,DEA_found_index_terms,4o_mini_label,o4mini_label,qwen_4b_label,llama_label,4o_mini_label_short,o4mini_label_short,qwen_4b_label_short,llama_label_short,4o_mini_drug_labels,o4mini_drug_labels,qwen_4b_drug_labels,llama_drug_labels,4o_mini_rag,o4mini_rag,qwen_4b_rag,llama_rag,is_about_illicit_drugs,drugs_mentioned
Philadelphia Black & White photos: The Crack in the Liberty Bell #philly #philadelphia #visitphilly #whyilovephilly #215 #howphillyseesphilly #BlackWhite |,F,29486,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
All we have left is to crack the 7M curse on yt. The day we surpass crown's views is the day we'll be invincible,F,29550,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['other'],,['other'],,['other'],,['other'],,
No. Mac Miller's overdose could've been her. Why does she only appear when it's Black people's business? Whatever r&b album she has waiting on the other side of this strategy we do not want it...,F,29599,[],[],[],[],[],[],False,False,False,True,F,T,T,T,,,,['other'],,,,['other'],,
"I'm aware of Gary and his murder and I know about them bringing drugs into the country. Yes, George H.W Bush ran Zapata Oil and through that, drugs came into the country creating the crack epidemic.",F,29616,['bush'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,True,False,True,F,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"#Narcotics Control Bureau (NCB) has seized about 50 kg of""high-quality"" heroin, 47 kg of other suspected drugs and Rs 30 lakh in cash from the Shaheen Bagh #ShaheenBagh #ncb #DRUGS #drugsareforbidden",F,29657,['narcotics'],['oxycodone'],['morphine'],[],[],[],True,True,False,False,T,T,T,F,['other'],['other'],"['other', 'Morphine']","['other', 'Heroin']",['other'],['other'],"['other', 'Morphine']","['other', 'Heroin']",,
Expert witnesses debunk claims that George Floyd died from a drug overdose,T,29836,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"Honestly I found it strange that it was a drug overdose since he's been clean for years now, it's pretty infuriating to see that his ATTORNEY wouldn't fact check that before releasing info.",T,29886,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"This. Exactly this. 

As you light your joints in celebration of your freedom, remember millions are still in danger of criminalization for  #cannabis related activities. 

The fight for decriminalization should be everyone's fight! #420",T,30027,['420'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,True,False,True,F,T,T,F,"['other', 'Marijuana']",['Marijuana'],['Marijuana'],['CBD'],"['other', 'Marijuana']",['Marijuana'],['Marijuana'],['CBD'],,
I have an orthopedic joke but it may crack you up,F,30112,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
Gotta LOOOVE maple ridge. Walk to the gas station with Jon and theres some guy smoking heroin right beside the window where we have to buy our stuff. Fuck this place. I'm out.,T,30299,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
"Hey, music friends!

I'm trying to work on my mixing and mastering skills. So far I've only had my own stuff to work on. If you'd like I can take a crack at working on your stuff if you send me the stems. 

(1/2)",F,30343,['stems'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],False,False,False,False,F,F,F,F,,,,,,,,,,
update from my dad who went to see her at the hospital apparently she's as stubborn with death as she was living which made me laugh in this shit time but they upped her morphine as they expect she's gojng to pass tonight/tomorrow morning 😔,T,30403,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,True,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
"Time to overdose on energy drinks and hit the books ,
Bismillah",T,30471,[],[],[],[],[],[],True,True,True,True,F,F,F,T,,,['other'],['other'],,,['other'],['other'],,
"Booze? Lol.. Me I nor be alcohol person o.
I don't take neither do I buy it for anyone.
Kush, Codeine.. I'm Game.",T,30546,"['kush', 'codeine']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine'],"['codeine', 'delta-9-thc-cooh']",True,True,True,True,T,T,T,T,"['other', 'Codeine']","['other', 'Marijuana', 'Codeine']","['other', 'Marijuana', 'Codeine']","['Cannabis', 'Codeine']","['other', 'Codeine']","['other', 'Marijuana', 'Codeine']","['other', 'Marijuana', 'Codeine']","['Cannabis', 'Codeine']",,
Demand is crazy high. That plus chip shortage. Every dealer I called had around 100 on their waitlist and said they get about 20-25 delivered a month.,T,30557,['crazy'],['fentanyl'],[],[],[],['fentanyl'],True,True,True,True,T,T,T,T,,,,['other'],,,,['other'],,
"The reason Sidnick's death has not been determined yet is possibly because it had nothing to do with the Jan.7th insurrection, also nobody even knows what killed him yet, it is assumed he was bludgeoned with a fire extinguisher but that is not true, maybe it was an overdose",T,30697,['fire'],['methamphetamine'],[],[],[],['methamphetamine'],True,False,False,True,F,F,T,T,,,['other'],['other'],,,['other'],['other'],,
Careers in Cannabis Ep. 44 - Recorded on 04/29/2021 - Cannabis Legalization = More Career Opportunities - Interview: Joshua Cartagenova of Calyx Staffing is live on,F,30703,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],['Marijuana'],['other'],,['Marijuana'],['Marijuana'],['other'],,
Ninah is crazy 😭 y'all crack me up cause you're the complete opposite,F,30829,['crazy'],['fentanyl'],[],[],[],['fentanyl'],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"""'Why do we treat pets in need of euthanasia more humanely than convicts?' Then, when a state decides to adopt the exact method we use on pets — barbiturate overdose — the ACLU is all over it in a flash.""",T,30878,"['method', 'flash']","['lsd', 'delta-9-thc-cooh']",[],[],[],"['lsd', 'delta-9-thc-cooh']",False,False,False,False,F,F,F,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
Dude…. Stop toking the crack pipe and worry about yourself. We did the tough yards and we are relaxing in the glory 😁,T,30921,[],[],[],[],[],[],True,False,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
Pattonville Fire Protection District is currently responding to an emergency incident for a(n) 23 Overdose QD .,T,30958,['fire'],['methamphetamine'],[],[],[],['methamphetamine'],True,False,False,False,T,F,T,F,['other'],,['other'],['other'],['other'],,['other'],['other'],,
Even if he did die of a drug overdose.,T,31169,[],[],[],[],[],[],True,True,True,True,F,T,T,F,['other'],,['other'],['other'],['other'],,['other'],['other'],,
Today is 4/20. Did you know that 4/20 is cannabis culture slang for marijuana use? Let's use today as an opportunity to get educated about the impact of marijuana use on our youth. Visit,T,31311,[],[],[],[],[],[],False,False,False,False,F,F,T,F,['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],,
that fucking drug dealer didnt have the right shit AND out me in handcuffs fuck you,T,31429,[],[],[],[],[],[],True,True,True,True,T,T,T,T,,['other'],['other'],['other'],,['other'],['other'],['other'],,
Yoooo!!!! I just had sweetgreen for the first time and omfg😭😭😩😩🔥🔥🔥 that damn crispy rice bowl is crack,F,31498,[],[],[],[],[],[],False,False,True,True,F,F,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
proud of jesse pinkman for getting over his heroin addiction,T,31538,[],[],[],[],[],[],False,False,False,True,F,F,T,F,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
"Education & a return to true patient-centered care. You're not going to prevent #addiction or overdose completely, but making the supply safer is a great start. I'd let true experts lead the conversation. Basically we must end the #WarOnDrugs. It's extremely racist & harmful.🤔",F,31588,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,"['other', 'Amphetamine']",,,,"['other', 'Amphetamine']",,
Cardiologist: George Floyd did not die from a drug overdose or heart attack news,T,31596,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
Why?  Simply to give back to the community and spread the love.  4/20 is a great day to celebrate cannabis - and that's what we're doing!!  Love y'all!!!  😘😘😘,T,31775,[],[],[],[],[],[],True,True,True,True,T,T,T,T,,['Marijuana'],"['other', 'Marijuana']",['CBD'],,['Marijuana'],"['other', 'Marijuana']",['CBD'],,
Hit her with no condom had to make her eat a plan b and im sippin on the codeine not brandy,T,31780,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],,
"Watching OUTER BANKS

Bitches of the show:
Ward Cameron
Rafe Cameron
Barry the drug dealer",T,31894,[],[],[],[],[],[],False,False,False,True,T,T,T,F,,,['other'],['other'],,,['other'],['other'],,
Fentanyl Floyd died of overdose. Get over it.,F,31943,['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],True,True,True,True,T,F,T,F,"['other', 'Fentanyl']",['Fentanyl'],['Fentanyl'],['Fentanyl'],"['other', 'Fentanyl']",['Fentanyl'],['Fentanyl'],['Codeine'],,
Huh? Crack head dog?  What that mean?,F,31970,[],[],[],[],[],[],False,True,True,True,F,T,T,F,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
So first it was an overdose... now he tested positive for COVID. Seems like there's another agenda here,F,32070,[],[],[],[],[],[],False,True,False,False,F,T,T,F,,,,,,,,,,
"She want me to quit that lean, baby I can't quit that lean, put a 💍 around codeine",T,32091,"['lean', 'lean', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
I support laws that say you can't shoot up heroin on the sidewalk outside my house or at the park my kids play or their school. Red Flag laws are tyranny and any 2A violation is an infringement. Next ?,T,32212,[],[],[],[],[],[],False,False,False,True,F,F,T,F,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
"City Centre Comics 37 Ruthven Lane - Glasgow's only silver/bronze age comic dealer 
 01413576325 
FB & TW  IG city_centre_comics

#Glasgow #ScotlandLovesLocal #GlasgowWestEnd #PeopleMakeGlasgow #comics #DC #Marvel",F,32377,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"""I'm not a rapper I'm a drug dealer that raps""

Man took these lines too serious",T,32381,[],[],[],[],[],[],True,True,True,True,T,T,T,T,,,['other'],['other'],,,['other'],['other'],,
"Coming up next on CCTV's public channel (Comcast8/Verizon43)
4/11/2021 4:32:15 AM:     PSA-Mass DPH Steps to Stop an Overdose",T,32419,['dph'],['diphenhydramine'],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Can I get a Caesar salad with croutons,  and codeine dressing?",T,32431,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,False,False,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
Doc just prescribed morphine. Fingers crossed it does the trick. X,T,32619,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
mum's accusing me of stealing an entire box of codeine hahahaha that shit's gross no ty,F,32665,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"Kneeling between the shoulder blades as already proven in court by video doesn't cause foaming at the mouth. However, opioid overdose does. Chauvin will walk. America will burn. But the left will call it ""peaceful"" 🤡",F,32696,['opioid'],['hydrocodone'],['hydrocodone'],[],[],[],False,False,False,False,F,T,F,F,,['other'],['other'],['other'],,['other'],['other'],['other'],,
"Did she just lie and say she ""accidentally dropped"" something? Yeah this gotta be crack.",F,32741,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
dont understand why people even defend demi lovato as if she even cares about the overdose shit she uses it as a marketing tactic and romanticized it in her music and shit,T,32809,[],[],[],[],[],[],True,True,False,True,F,T,T,T,['other'],,['other'],['other'],['other'],,['other'],['other'],,
"overdose!! but i focused less on exo since 2019 n started focusing on nct but i still love them as my boys🥺‼️ 

HAPPY 9 YEARS WITH EXO
#9ToEternityWithEXO
#9YearswithEXO
#EXO #엑소",T,32858,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"RT : Codeine Crazy makes me want to shed tears and turn up at the same time. 

""We been through a lot, but we still here"" music.",F,32920,"['codeine', 'crazy']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine'],"['fentanyl', 'codeine']",True,False,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"i have morphine statex for chronic pain, will share : )",T,32983,"['morphine', 'statex', 'chronic']","['delta-9-thc-cooh', 'morphine']",['morphine'],['morphine'],['morphine'],"['delta-9-thc-cooh', 'morphine']",True,True,False,False,T,T,F,F,,['Morphine'],"['other', 'Morphine']",['Morphine'],,['Morphine'],"['other', 'Morphine']",['Morphine'],,
"BCA just testified that he heard ""I ate too many drugs!"" 

ala....overdose",T,33134,[],[],[],[],[],[],True,True,True,True,T,T,T,T,,['other'],['other'],['other'],,['other'],['other'],['other'],,
😂😂 you smoking heroin??,F,33148,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],,
"The dose of morphine and benzodiazepines in the circumstances of end-of-life treatment should not be fixed to a certain dose or maximum dose. The dose should be ENOUGH. That means not too high and certainly not too low. That is the art of medicine, not rocket science.",T,33271,"['morphine', 'benzodiazepines']","['morphine', 'temazepam']","['morphine', 'temazepam']",['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,,"['other', 'Morphine']","['other', 'Morphine']","['Morphine', 'Benzodiazepines']",,"['other', 'Morphine']","['other', 'Morphine']",['Codeine'],,
ER doctor ruled out drug overdose in Floyd death,T,33355,['doctor'],['mdma'],[],[],[],['mdma'],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"(The Editor - Los Angeles, CA) Calabasas Man Allegedly Scammed Investors out of at Least $28 Million They Thought Would Fund Cannabis Vaping Businesses |",T,33409,[],[],[],[],[],[],False,False,False,False,F,T,F,F,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],,
hard to believe DMX died from an overdose? Really now?,T,33416,[],[],[],[],[],[],True,True,False,True,F,F,T,F,,,,['other'],,,,['other'],,
"Jigga once said ""......fame is the worst drug known to man, 
It's stronger than heroin
When you could look in the mirror like, There I am
And still not see what you've become""",T,33493,[],[],[],[],[],[],False,False,False,False,F,F,F,F,['other'],['other'],['Heroin'],"['other', 'Heroin']",['other'],['other'],['Heroin'],"['other', 'Heroin']",,
I feel your pain and your anger. I wasn't allowed to visit my dad in the care home and he was refused treatment for a chest infection. He was taken to hospital and they gave him midazolam and morphine. Never saw him or his body 😢and the funeral 🤦🏼‍♀️so angry he died alone.,T,33499,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['Midazolam', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['Midazolam', 'Morphine']",,
New vehicle sales tumbled about 26% in September as chip shortages and other parts-supply disruptions cut into the selection on dealer lots and raised prices to record levels.,F,33506,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,,,,,,,
My sister-in-law's blonde lives in Lahaina & all her friends are 80% blonde. every photo they're all drinking wine. my wife on the other hand is a spitting image of her Filipina mom.,T,33526,"['blonde', 'blonde']",['fentanyl'],[],[],[],['fentanyl'],False,False,False,False,F,F,F,F,,['other'],,['other'],,['other'],,['other'],,
Tapping out. Dang take it. Taking my morphine pills so out of hit for a good while. Please no texts unless it's an absolute emergency,T,33726,"['morphine', 'pills']","['hydrocodone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],True,True,True,True,T,T,T,T,['Morphine'],['Morphine'],"['other', 'Morphine']","['other', 'Morphine']",['Morphine'],['Morphine'],"['other', 'Morphine']","['other', 'Morphine']",,
You'd think they'd want to crack down on CRACK.  But who am I to tell you how to raise your kid named Hunter?,F,33759,[],[],[],[],[],[],True,False,False,True,T,T,T,F,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"Calling all cannabis lovers and NFT collectors out there: MrGreen just hit the streets and it's time for you to mint your own Mary Jane!
What if we told you that you can now grow your own cannabis from the comfort of your couch and then trade it for NFTs?
Unreal!!",F,33802,['mary jane'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],True,True,True,True,T,T,T,T,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],,
"I'd wager the US is backfilling them? Keeping Putin's regime at bay and saving democracy for Ukraine is worth every penny IMO. When Ukraine defeats Putin's army, the world will owe them more than we gave them because they had to pay with blood 😔",F,33803,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"He has smoked the usual thin, NDLEA should test this man for relatively drug overdose",T,33839,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],,['other'],['other'],['other'],,['other'],['other'],,
Xs family said it was a reaction to the COVID vaccine why are people still saying it's an overdose ???,F,33856,[],[],[],[],[],[],False,False,False,True,F,F,F,F,['other'],['other'],,['other'],['other'],['other'],,['other'],,
"""Uhhh lemme get a Caesar salad please with croutons and codeine dressing.""",T,33867,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,False,False,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"Every time one of my tweets gets even mildly popular (100+ likes) it's an incredibly stressful experience

I've watched friends crack under the strain 😥

So now I deliberately try not to get a lot of attention, here or on any other social media platform",F,34077,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"I remain the glass could peel, the paint could shatter (yeah) When there ain't a crack in the bones are good, the glass could",F,34113,"[' glass', 'paint', 'shatter', ' glass']",['methamphetamine'],['methamphetamine'],[],[],['methamphetamine'],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
To be wifed up and allowed to be a spoloed brat huh kim mesun how we ran district for how long Rev Mac come show his shoes brings HIS GUN TOTONG KIDS AND AL FLOWERS COMES WITH THE CRACK HEAD 20 A DAY TEAM FOR A BUMP TO HELP FACILITATE THEFT,T,34222,"['shoes', 'flowers', 'bump']","['fentanyl', 'methamphetamine']",['ketamine'],[],[],"['fentanyl', 'methamphetamine']",True,True,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
"-said wh*te guy saying to the other wh*te guy ""yeah we know you like heroin""
-wh*te girl saying if it's not flo milli's most popular songs she doesn't know it as the second wh*te guy recites beef flo mix and the first wh*te guy goes ""classic wh*te girl, don't know music""",T,34224,"['girl', 'girl']",['fentanyl'],[],[],[],['fentanyl'],True,True,True,True,F,T,T,T,['other'],['other'],['Heroin'],['Heroin'],['other'],['other'],['Heroin'],['Heroin'],,
I was going for drug dealer 🤣🤣🤣 but 🤷🏽‍♀️,T,34226,[],[],[],[],[],[],True,False,True,False,T,T,T,T,,,['other'],['other'],,,['other'],['other'],,
"Weed? And every other drug under the sun. 

At least six overdose deaths were directly attributed to drugs purchased on his Silk Road site. Likely a mountain more.

Fair enough if you want drug laws changed but as the law exists, he's a dealer & was caught. No injustice.",T,34243,['weed'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],True,True,True,True,T,T,T,T,"['other', 'Marijuana']",['Marijuana'],"['other', 'Marijuana']","['other', 'Marijuana']","['other', 'Marijuana']",['Marijuana'],"['other', 'Marijuana']","['other', 'Marijuana']",,
I'm in love with Mary Jane and codeine I don't love these hoesss,T,34324,"['mary jane', ' codeine']","['codeine', 'delta-9-thc-cooh']",['codeine'],['codeine'],['codeine'],"['codeine', 'delta-9-thc-cooh']",True,True,True,True,T,T,T,T,"['Marijuana', 'Codeine']","['Marijuana', 'Codeine']","['Marijuana', 'Codeine']","['CBD', 'Codeine']","['Marijuana', 'Codeine']","['Marijuana', 'Codeine']","['Marijuana', 'Codeine']","['CBD', 'Codeine']",,
"Switzerland to launch 1st cannabis sale pilot in summer
'Attitudes about the recreational use of cannabis have been shifting around the world, with Malta becoming the first EU member country to legalize the recreational use of cannabis last year.'",T,34490,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],"['Marijuana (Cannabis, Weed, Pot)']",['CBD'],,['Marijuana'],"['Marijuana (Cannabis, Weed, Pot)']",['CBD'],,
"Trying to give me more morphine! No!
*ahem* codeine is fine! Kkta…",T,34491,"['morphine', 'codeine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']",True,False,True,True,T,F,T,T,"['Morphine', 'Codeine']","['Morphine', 'Codeine']","['other', 'Morphine', 'Codeine']",['Codeine'],"['Morphine', 'Codeine']","['Morphine', 'Codeine']","['other', 'Morphine', 'Codeine']",['Codeine'],,
"According to   HAHK is original and MPK has 5 cr footfalls.
Salman said I didnt got credit because people loved the heroin more but I doubt it but incase of HAHK there is no doubt that salman khans contribution was close to 0. 
1.MPK 3.3 cr ffs
 ..
Saajan 2cr ffs",F,34553,[],[],[],[],[],[],False,False,True,True,F,F,T,T,,['other'],['other'],"['other', 'Heroin']",,['other'],['other'],"['other', 'Heroin']",,
"Why stop with dewormer?  Hell, pump them full of Viagra, methadone, morphine, Zanax, Diflucan, or whatever. Make bills where they just get something out of a surprise grab bag.",T,34648,"['methadone', 'morphine']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']","['morphine', 'methadone']",True,True,True,True,T,T,T,T,"['other', 'Morphine', 'Methadone']","['other', 'Morphine', 'Methadone']","['other', 'Morphine', 'Methadone']","['other', 'Morphine', 'Zolpidem', 'Methadone']","['other', 'Morphine', 'Methadone']","['other', 'Morphine', 'Methadone']","['other', 'Morphine', 'Methadone']","['other', 'Morphine', 'Zolpidem', 'Methadone']",,
"#cannabiscommunity #marijuana #cannabis Court rules to revoke marijuana ballot initiatives in Lamar – Lamar Ledger In November, the citizens of Lamar voted in favor of allowing legal recreational marijuana sales within city limits.
In January of this",T,34885,[],[],[],[],[],[],False,False,False,False,F,F,F,F,['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],['Marijuana'],,
I just took a piss and saw codeine coming out.,T,34998,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,False,True,False,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"I know when i'm like 75 years old and crack open Have One on Me, i'm gonna find something out of it that I didn't notice before",T,35171,[],[],[],[],[],[],False,False,True,False,F,F,T,F,,,['other'],['LSD'],,,['other'],['LSD'],,
Democratic U.S. Senate candidate Thomas McDermott Jr. smokes marijuana in a new campaign ad in which he calls for the legalization of cannabis at both the federal level and in Indiana.,T,35262,[],[],[],[],[],[],False,True,False,False,F,T,T,F,['Marijuana'],['Marijuana'],['Marijuana'],['CBD'],['Marijuana'],['Marijuana'],['Marijuana'],['CBD'],,
The actual FACTS are that NEITHER autopsy report states that his death was from a overdose.,T,35372,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
I think so it's paracetamol based isn't it? With codeine supplement. Dr Google?,T,35504,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,False,False,False,F,F,F,F,['Codeine'],"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['other', 'Codeine']",['Codeine'],,
Caddy shack >mr bean but do go on,F,35579,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],,
"Just found these baggies my mom gave me for my bday (in a gift bag with a bunch of other stuff). I didn't realize til now, but my mom totally thinks I'm a drug dealer",T,35709,[],[],[],[],[],[],True,True,True,True,T,T,F,T,,,['other'],['other'],,,['other'],['other'],,
"These pharmacist should be punished for stealing beyond what was in the pocket.
Otherwise they r not that bad since it wasn't overdose. Plus the patient must have called for their service",T,35796,[],[],[],[],[],[],False,False,True,False,F,F,F,F,,,,['other'],,,,['other'],,
Lost my little mans 4 days ago to a overdose. Please stop with xans man. Begging yall folk. 💔. Lub Bookie 🔵⚫️,T,35841,[],[],[],[],[],[],True,False,True,True,T,F,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],,
this fraud dealer is yet to register my name. I don't even know whether my booking is done or not. Please help me out.,T,35904,[],[],[],[],[],[],False,False,False,False,T,F,F,T,,,,['other'],,,,['other'],,
It's irrelevant because he did not die of drug overdose. I'm sure it didn't help by he died because of asphyxiation and neck compression. Chauvin should have known from his years of experience about positional asphyxia and its risks.,T,35919,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"Drank so much codeine, drinking til im colour blind, she gon' do the coke until she can see the line.",T,35977,"['drank', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']","['Cocaine', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']","['Cocaine', 'Codeine']",,
"New Delhi:  A novel way to smuggle in heroin through cloth threads has been detected with the DRI and ATS Gujrat, in a joint operation, seizing a container at Gujarat's Pipavav port with 9,760 kgs of such thread. According to a DRI official, the drug syndicate used this unique mo",F,36067,[],[],[],[],[],[],True,True,True,False,T,T,T,T,,['other'],['other'],['Heroin'],,['other'],['other'],['Heroin'],,
"We're partnering with  and  to host an online discussion about our newest issue brief, The Impact of the Overdose Crisis on the Latino Community in California 
Join us on Wednesday April 21 @ 3pm PST  
Register here:",T,36107,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
"WATCH:  details waking up in the hospital after her overdose in 2018 & how she questioned her music career in that moment ⬇️ #DWTDTAOSO  #DemiDWTD

Full interview at",T,36154,[],[],[],[],[],[],False,False,True,True,F,T,T,T,,,['other'],['other'],,,['other'],['other'],,
"So it's ok to shit on someone that accidentally dies of an over dose? But it's not ok to shit on someone that cowardly kills the self.... like let's say Robin Williams, Anthony Bordain.",T,36213,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,"['other', 'Fentanyl']",,,,"['other', 'Fentanyl']",,
Dropped 2 ounces of codeine in my Minute Maid 🍇,T,36254,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],,
