text,label,tweet_num,found_terms,found_index_terms,GPT_found_terms,GPT_found_index_terms,pubchem_found_terms,pubchem_found_index_terms,redmed_found_terms,redmed_found_index_terms,DEA_found_terms,DEA_found_index_terms,count_found_terms
"Methadone is a life saving medication that has been proven to ease painful withdrawals and prevent risk of relapse, overdose, and death.

This is especially true for people who are incarcerated and suffer from opioid use disorder. Methadone should be available for them.",T,36153,"['methadone', 'painful withdrawals', 'opioid', 'methadone']","['naltrexone', 'hydrocodone', 'methadone']","['methadone', 'opioid', 'methadone']","['hydrocodone', 'methadone']","['methadone', 'methadone']",['methadone'],"['methadone', 'methadone']",['methadone'],"['methadone', 'methadone']",['methadone'],4
I'm just trying something because I noticed a pattern.   Weed cannabis pot edibles dabs Marijuana Reefer thc kratom opiate opioid fentanyl morphine dilaudid laudanum actiq lazanda subsys fentora kadian Ativan duragesic,T,36289,"['weed', 'pot', 'reefer', 'opiate', 'opioid', 'fentanyl', 'morphine dilaudid', 'laudanum', 'actiq', 'lazanda', 'subsys', 'fentora', ' kadian', 'ativan', 'duragesic']","['delta-9-thc-cooh', 'hydrocodone', 'hydromorphone', 'fentanyl', 'lorazepam', 'morphine', 'methadone']","['opiate', 'opioid', 'fentanyl', 'morphine dilaudid', 'laudanum', 'actiq', 'lazanda', 'subsys', 'fentora', ' kadian', 'ativan', 'duragesic']","['hydrocodone', 'hydromorphone', 'codeine', 'fentanyl', 'lorazepam', 'morphine']","['fentanyl', 'morphine', 'dilaudid', 'subsys', 'fentora', 'ativan', 'duragesic']","['fentanyl', 'lorazepam', 'morphine', 'hydromorphone']","['fentanyl', 'morphine', 'dilaudid', 'actiq', 'lazanda', 'subsys', 'fentora', 'kadian', 'ativan', 'duragesic']","['fentanyl', 'lorazepam', 'morphine', 'hydromorphone']","['weed', 'pot', 'reefer', 'fentanyl', 'morphine']","['fentanyl', 'morphine', 'delta-9-thc-cooh']",15
"Louisiana filed 20,400 drug charges in 2021, approximately 15,000 of which were arrests for schedule I and schedule II drugs (including heroin, fentanyl, and carfentanil). 56 per day.",T,36441,"['schedule ii drugs', 'fentanyl', 'carfentanil']","['carfentanil', 'phencyclidine', 'fentanyl']","['schedule ii', 'fentanyl', 'carfentanil']","['carfentanil', 'fentanyl', 'morphine']","['fentanyl', 'carfentanil']","['carfentanil', 'fentanyl']","['fentanyl', 'carfentanil']","['carfentanil', 'fentanyl']","['fentanyl', 'carfentanil']","['carfentanil', 'fentanyl']",3
"the ""die from benadryl overdose"" challenge is way better 😎",T,36462,['benadryl'],['diphenhydramine'],[],[],['benadryl'],['diphenhydramine'],[],[],[],[],1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Take two CBD Delta-8 Poppin Gel capsules and call us in the morning. Delta-8, an all-new, world-class cannabinoid with a psychotropic high that's completely legal, is",T,36577,"['cbd', 'capsules']","['cbd', 'pregabalin']","['cbd', 'capsules']","['cbd', 'pregabalin']",['cbd'],['cbd'],['cbd'],['cbd'],['cbd'],['cbd'],2
"Except that there's evidence proving that he didn't overdose, but go on.

The levels of norfentanyl, the main metabolite for fentanyl, in his system show that he didn't overdose.",T,36607,"['norfentanyl', 'metabolite', 'fentanyl']","['benzoylecgonine', 'fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']","['norfentanyl', 'fentanyl']","['fentanyl', 'norfentanyl']",3
"She also leaned on my stomach, which I asked her not to do, and pushed hard... and re-damaged the nerves that have been healing since my surgery.

I was given ointment for my skin, nerve pain meds, and morphine for the pain...",T,36779,"['nerve pain', 'morphine']","['pregabalin', 'morphine']","['nerve pain', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
just found a voicemail from my grandmother from b4 she overdosed at the beginning of the year i hate heroin i hate oxy i hate benzos i hate all that shit i hate it,F,36823,"[' oxy', 'hate benzos']","['temazepam', 'oxycodone']",[' oxy'],['oxycodone'],[],[],[],[],['oxy'],['oxycodone'],2
"""you brought me here
You who I know now only by silence
And by practice and never directly
But when I see you reflected or refracted
Against green moss or the idea of green...
my dearest people

When I see you there for a moment I stay
In the basement of our quiet work""",T,36916,"['silence', 'green', 'green']","['ketamine', 'lorazepam']",[],[],['silence'],['lorazepam'],[],[],"['green', 'green']",['ketamine'],3
Co-codamol :: Being Allergic To Codeine: I developed neuralgia  on the left side of my face and took co-codam...,T,37072,"['co-codamol', ' codeine', 'neuralgia']","['pregabalin', 'codeine']","['co-codamol', ' codeine', 'neuralgia']","['pregabalin', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],3
"I am NOT criticising you in any way; I've had my happy moments on codeine, lorazepam & diazepam.  [Not all at the same time]!",F,37078,"[' codeine', 'lorazepam']","['lorazepam', 'codeine']","[' codeine', 'lorazepam']","['lorazepam', 'codeine']","['codeine', 'lorazepam']","['lorazepam', 'codeine']","['codeine', 'lorazepam']","['lorazepam', 'codeine']","['codeine', 'lorazepam']","['lorazepam', 'codeine']",2
"Opium is the source of heroin, morphine, paregoric, and codeine.   Chronic use appears to produce permanent physiological damage

#CRJ107 #DrugUseAndDelinquency",T,37370,"['the source', 'morphine', 'paregoric', ' codeine', 'chronic']","['delta-9-thc-cooh', 'codeine', 'morphine', 'zopiclone']","['morphine', ' codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine', 'chronic']","['codeine', 'delta-9-thc-cooh', 'morphine']",5
"What kind of medication will be in your pain pump? Morphine is not always used.
Baclofen is an FDA-approved drug used for treatment of muscle spasms, neuropathic pain, and severe spasticity. It's classified as a muscle relaxant.",T,37484,"['pain pump', 'morphine', 'neuropathic pain', 'muscle relaxant']","['pregabalin', 'morphine', 'cyclobenzaprine']","['pain pump', 'morphine', 'neuropathic pain']","['pregabalin', 'morphine', 'hydromorphone']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],4
"Here is what he had pumped into his veins before the encounter with the police:
Fentanyl 11ng mL, 
Norfentanyl 5.6 ng/mL, 
4-ANPP 0.65 ng/mL, 
Methamphetamine19 ng/mL, 
11-Hydroxy Delta-9 THC 1.2ng/mL;
Delta-9 Carboxy THC 42 ng/mL;
Delta-9 THC 2.9 ng/mL, 
Morphine 86 ng/mL",T,37492,"['fentanyl', 'norfentanyl', '4-anpp', 'morphine']","['fentanyl', 'morphine', '4-anpp', 'norfentanyl']","['fentanyl', 'norfentanyl', '4-anpp', 'morphine']","['fentanyl', 'morphine', '4-anpp', 'norfentanyl']","['fentanyl', 'norfentanyl', '4-anpp', 'morphine']","['fentanyl', 'morphine', '4-anpp', 'norfentanyl']","['fentanyl', 'norfentanyl', '4-anpp', 'morphine']","['fentanyl', 'morphine', '4-anpp', 'norfentanyl']","['fentanyl', 'norfentanyl', '4-anpp', 'morphine']","['fentanyl', 'morphine', '4-anpp', 'norfentanyl']",4
"FINALLY got RX for Norco,Tizanidine, Actiq&Lyrica after 4hr delay  b/c my samples got""lost in the shuffle"" #PainManagement #SpoonieProblems",T,37619,"['norco', 'actiq', 'lyrica']","['pregabalin', 'fentanyl', 'oxycodone']","['norco', 'actiq', 'lyrica']","['pregabalin', 'fentanyl', 'oxycodone']",['lyrica'],['pregabalin'],"['norco', 'actiq', 'lyrica']","['pregabalin', 'fentanyl', 'hydrocodone']",[],[],3
"Really? My doctor has been mention fibromyalgia to me a lot lately. I have some bad pain that appears out of no where. I'm looking for ideas on what types of cannabis products to use, I'm avoiding pills, my my masochist side has limits lol",T,37749,"['doctor', 'fibromyalgia', 'pills']","['pregabalin', 'hydrocodone', 'mdma']",['fibromyalgia'],['pregabalin'],[],[],[],[],['doctor'],['mdma'],3
"Right on time Sister, we've been waiting for that Morphine and Pethidine for chest pains, mjolo uyasnyisa",F,37786,"['morphine', 'pethidine']","['meperidine', 'morphine']",['morphine'],['morphine'],"['morphine', 'pethidine']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
"Hmmm - I don't get it... do you mean that she takes drugs?
🤪🤪🤪

Poppy - a herbaceous plant with showy flowers, milky sap, and rounded seed capsules. Many poppies contain alkaloids and are a source of drugs such as morphine and codeine.",T,37808,"['plant', 'flowers', 'seed', 'capsules', 'morphine', ' codeine']","['delta-9-thc-cooh', 'methamphetamine', 'codeine', 'pregabalin', 'morphine']","['seed', 'capsules', 'morphine', ' codeine']","['pregabalin', 'codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['plant', 'flowers', 'morphine', 'codeine']","['methamphetamine', 'codeine', 'morphine', 'delta-9-thc-cooh']",6
"So.. You think that the FDA should ban Actiq, Duragesic, Fentora, Abstral, Onsolis, Hysingla, Zohydro ER, Lorcet, Lortab, Norco, Vicodin, Dilaudid, Exalgo, Demerol, Dolophine, Methadose, Kadian, MS Contin, Morphabond, OxyContin, Oxaydo, Percocet, and Roxicet?",T,38072,"['actiq', 'duragesic', 'fentora', 'abstral', 'onsolis', 'hysingla', 'zohydro er', 'lorcet', 'lortab', 'norco', 'vicodin', 'dilaudid', 'exalgo', 'demerol', 'dolophine', 'methadose', 'kadian', 'ms contin', 'morphabond', 'oxycontin', 'oxaydo', 'percocet', 'roxicet']","['hydrocodone', 'hydromorphone', 'oxymorphone', 'fentanyl', 'meperidine', 'morphine', 'oxycodone']","['actiq', 'duragesic', 'fentora', 'abstral', 'onsolis', 'hysingla', 'zohydro er', 'lorcet', 'lortab', 'norco', 'vicodin', 'dilaudid', 'exalgo', 'dolophine', 'methadose', 'kadian', 'ms contin', 'morphabond', 'oxycontin', 'oxaydo', 'percocet', 'roxicet']","['hydrocodone', 'hydromorphone', 'oxymorphone', 'fentanyl', 'morphine', 'oxycodone']","['duragesic', 'fentora', 'dilaudid', 'demerol', 'ms contin', 'oxycontin']","['hydromorphone', 'fentanyl', 'meperidine', 'morphine', 'oxycodone']","['actiq', 'duragesic', 'fentora', 'abstral', 'zohydro', 'lorcet', 'lortab', 'norco', 'vicodin', 'dilaudid', 'exalgo', 'dolophine', 'methadose', 'kadian', 'ms contin', 'oxycontin', 'percocet', 'roxicet']","['hydrocodone', 'hydromorphone', 'oxycodone', 'fentanyl', 'morphine', 'methadone']",[],[],23
"Had shit ton of pain relief, sadly no codeine but hopeful gabapentin etc will ease it #fingerscrossed #grumpy",T,38196,"['pain relief', ' codeine', 'gabapentin']","['oxymorphone', 'codeine', 'gabapentin']","['pain relief', ' codeine', 'gabapentin']","['oxymorphone', 'codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']",3
Would you recommend a patient with signs of Morphine and Gabapentin toxicity for CT and MRI?,T,38249,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",2
"Need… Mai making everyone think she's top dog only for her to immediately crack when Maki grabs her jaw and tells her to use that big mouth for something useful 😪

Mai can only beg and plead to be allowed to suck Maki's cock while on her knees, mouthing around the— 

1/2",F,38535,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
"well, biotin is water-soluble vitamin so like your vit C, ur body only absorb so much and pee out the rest. and technically anything more than recommended dose is termed an overdose. i believe the overdose you talking about is lethal dose, and no not possible to die.",T,38829,['recommended dose'],['diphenhydramine'],[],[],[],[],[],[],[],[],1
"The fact remains without the amount of ILLEGAL narcotics in his system, he would not have died. Stop using emotion over logic. He died of an overdose. Story over.",T,39134,"['illegal narcotics', 'emotion']","['methamphetamine', 'lorazepam']",['narcotics'],['morphine'],['emotion'],['lorazepam'],[],[],[],[],2
"my uncles prescription medicine has codeine in it, we boutta get turnt the fuck up",T,39233,"['prescription medicine', ' codeine']","['diphenhydramine', 'codeine']",[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],2
"Don't like to speak in these kinds of absolutes, but anyone who can watch 9 minutes of George Floyd being methodically choked to death as bystanders beg for his life then argue that he died of an overdose is beyond the capacity for decency and should be removed from society",T,39305,['beg'],['benzoylecgonine'],[],[],['beg'],['benzoylecgonine'],[],[],[],[],1
"Rowland said she also didn't know that Robin continued to go to the ER to get demerol shots, even after she got the Actiq from Schneider.",T,39509,"['demerol', 'actiq']","['fentanyl', 'meperidine']",['actiq'],['fentanyl'],['demerol'],['meperidine'],['actiq'],['fentanyl'],[],[],2
"Whenever I see 2PM's ""on crack"" videos, I always go ""I love these dorks""",T,39552,['2pm'],['diphenhydramine'],[],[],['2pm'],['diphenhydramine'],[],[],[],[],1
"According to the study ""Loss of Tolerance and Overdose Mortality After Inpatient Opiate Detoxification""- ""increased mortality among prisoners who were formerly opiate addicts has been attributed to loss of tolerance and erroneous judgment of dose when they returned to opiate us""",F,39886,"['tolerance', 'opiate detoxification', 'opiate addicts', 'tolerance', 'opiate']","['methadone', 'morphine', 'naltrexone']","['tolerance', 'opiate', 'detoxification', 'opiate', 'tolerance', 'opiate']","['codeine', 'buprenorphine', 'morphine']",[],[],[],[],[],[],5
"I am allergic to the good stuff. Can't tolerate morphine, Demerol, any opioids... Some days, I crave a carafe of white wine and Vicodin to tolerate this gulag we are serving time in under Trump.",F,40102,"['morphine', 'demerol', 'opioids', 'vicodin']","['meperidine', 'hydrocodone', 'morphine', 'oxycodone']","['morphine', 'opioids', 'vicodin']","['hydrocodone', 'morphine']","['morphine', 'demerol']","['meperidine', 'morphine']","['morphine', 'vicodin']","['hydrocodone', 'morphine']",['morphine'],['morphine'],4
"Yep know some else similar no amount of morphine patches ,gabapentin, co codamol,zapain and all the other shit touches the edge ...xx",T,40281,"['morphine', 'gabapentin', 'co codamol']","['hydrocodone', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'codamol']","['codeine', 'morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",3
"I'm on our clinic's ""do not vaccinate"" list because I went into anaphylactic shock after receiving my first dose. I get so much hate from people when I explain to them why I can't have it. I was told by one lady to overdose on Benadryl so that I can get it and save lives. 🙄",T,40334,['benadryl'],['diphenhydramine'],[],[],['benadryl'],['diphenhydramine'],[],[],[],[],1
"...""And bereft of emotion and gas we cool off, metal and mind creaking as they retract from an overdose of heat. It's costly considering we should be in our second century of an all electric society, but here we are."" ~ Nomad Max
#Cyberpunk2077 #streamer #roleplaying",F,40367,['emotion'],['lorazepam'],[],[],['emotion'],['lorazepam'],[],[],[],[],1
Yesterday Ofc's were called 2 an overdose & found 3 victims.  administered narcan & the victims responded. Ofc's investigated the source of the drugs & a suspect was id & arrested. More drugs were recovered. Please help & report opioid info 2  #OPD TY,T,40396,"['the source', 'opioid']","['hydrocodone', 'zopiclone']",['opioid'],['hydrocodone'],[],[],[],[],[],[],2
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Full Spectrum Softgels Capsules. With CBD hemp oil having a taste that can be difficult to swallow for some individuals, people looking for alternative methods to get",T,40437,"['capsules', 'cbd', 'hemp']","['pregabalin', 'delta-9-thc-cooh', 'cbd']","['capsules', 'cbd']","['pregabalin', 'cbd']",['cbd'],['cbd'],['cbd'],['cbd'],"['cbd', 'hemp']","['cbd', 'delta-9-thc-cooh']",3
"ON THE LOW
I GOT VERTIGO FROM BODY OVERDoSe",T,40508,['vertigo'],['pregabalin'],['vertigo'],['pregabalin'],[],[],[],[],[],[],1
"you could try codeine. Very good antitussive, especially against that dry cough ;)",T,40558,"[' codeine', 'antitussive']","['diphenhydramine', 'codeine']","[' codeine', 'antitussive']",['codeine'],"['codeine', 'antitussive']","['diphenhydramine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],2
"Prescription monitoring to combat drug abuse 
 #Addiction #AusPol #Australia #Benzodiazepines #Community #DrugAbuse #Government #Health #Medicine #Minister #Overdose #PublicHealth #SA #SAGovernment #SleepDisorder #SouthAustralia #Treatment #Wellbeing",T,40605,['benzodiazepines'],['temazepam'],['benzodiazepines'],['temazepam'],[],[],[],[],[],[],1
He also ordered that the elderly with COVID-19 be given only morphine or benzodiazepines - not even permitting oxygen treatment. More bluntly: euthanasia.,F,40708,"['morphine', 'benzodiazepines']","['morphine', 'temazepam']","['morphine', 'benzodiazepines']","['morphine', 'temazepam']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"Join us on Wed April 21st 12:30-2pm EST for a presentation by  on Relay: A Peer-Delivered, Harm-Reduction Based Intervention to Address Nonfatal Opioid Overdose in NYC Emergency Departments w Angela Jeffers, Alice Welch, & Jaime Holder. RSVP:",T,40751,"['2pm', 'opioid', 'alice']","['diphenhydramine', 'psilocybin', 'hydrocodone']",['opioid'],['hydrocodone'],['2pm'],['diphenhydramine'],[],[],['alice'],['psilocybin'],3
"Join  on 3/13 at 2pm ET for a webinar on #ODMAP, a free web-based tool providing real-time overdose surveillance to help LEOs and public health partners develop coordinated intervention strategies for reducing opioid overdoses.",T,40776,"['2pm', 'opioid', 'overdoses']","['diphenhydramine', 'fentanyl', 'hydrocodone']",['opioid'],['hydrocodone'],['2pm'],['diphenhydramine'],[],[],[],[],3
"The most shared AskaPatient pages: Crestor, Arimidex, Singulair, Tamiflu, Actonel, Mirapex, Depo-Provera, Actiq, Cymbalta, and Inderal.",T,40813,"['actiq', 'cymbalta']","['pregabalin', 'fentanyl']","['actiq', 'cymbalta']","['pregabalin', 'fentanyl']",[],[],['actiq'],['fentanyl'],[],[],2
"Me too; always liked it, but quit when I was pregnant and raising kids.  Now I live with 3 conditions all causing headaches.  The worst is Trigeminal Neuralgia, with deep ear pain, and sudden electric type jolts of pain in the face, eyes, mouth. I was on Morphine, now marijuana.",T,40818,"['neuralgia', 'morphine']","['pregabalin', 'morphine']","['neuralgia', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"i was on some heavy codeine and benadryl last night and in result, i cried because i want michelle obama to be our next president",T,40877,"[' codeine', 'benadryl']","['diphenhydramine', 'codeine']",[' codeine'],['codeine'],"['codeine', 'benadryl']","['diphenhydramine', 'codeine']",['codeine'],['codeine'],['codeine'],['codeine'],2
"She turned up after 20 hours and this is her description, She is not mentioning Gabapentin as the possible cause of excessive drowsiness yet she gave the child 900Mg concomitantly with morphine, Instead the child is sent for brain CT scan,MRA and MRV",T,40901,"['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']",2
"THC is known to have many medical properties and uses. Specifically, we know it:

🔘 Has analgesic properties
🔘 Is anti-inflammatory
🔘 Is a muscle relaxant
🔘 Has anti-nausea effects
🔘 Is an anti-oxidant

Learn more about cannabis:",T,41318,"['analgesic', 'muscle relaxant']","['morphine', 'cyclobenzaprine']",['analgesic'],['morphine'],[],[],[],[],[],[],2
"Also, just to highlight. Private practices are ideal settings for the illegal sale and/or usage of pethidine, morphine, et al. 
Cuz not a soul monitors anything after we purchase. But anyway, it's only an issue (for 5 minutes) when there is a death.",T,41709,"['pethidine', 'morphine']","['meperidine', 'morphine']",['morphine'],['morphine'],"['pethidine', 'morphine']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
I was bitten by a black widow last November! Believe me it is a miserable experience.  I had to go to the hospital .. I can't even tell you what it's like. There's no cure for a black widow spider bite Just give you me some morphine & Ativan get you through the worst part of it.,T,41839,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"How did this highly qualified staff allow a child to be given high doses of Morphine, Ketorolac/toradol, Gabapentin, Diclofenac and lasix within 24 hours???",F,41899,"['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",2
"Not as bad as being paged over night for a suicide attempt patient who was admitted with Ativan overdose; nurse: ""patient can't sleep, says she uses Ativan at home, and is asking for 1mg po, can she have it""...   I'm absolutely not joking.",T,41949,"['ativan', 'ativan']",['lorazepam'],"['ativan', 'ativan']",['lorazepam'],"['ativan', 'ativan']",['lorazepam'],"['ativan', 'ativan']",['lorazepam'],[],[],2
"Mary Trujillo was abused & neglected in that corrupted hell hospital for 3 months as her family wasn't allowed contact for some time. Mary got bedsores, was given morphine & Ativan all the time for no real reason, wasn't fed for 4 days, got a sore near her foot(she's diabetic)….",T,42093,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"YOU MIGHT LIKE
codeine (only available in generic form)
fentanyl (Actiq, Duragesic, Fentora, Abstral, Onsolis)
meperidine (Demerol)
methadone (Dolophine, Methadose)
morphine (Kadian, MS Contin, Morphabond)
oxycodone (OxyContin, Oxaydo)
oxycodone and acetaminophen (Percocet, Roxic",T,42169,"['codeine', 'fentanyl', 'actiq', 'duragesic', 'fentora', 'abstral', 'onsolis', 'meperidine', 'demerol', 'methadone', 'dolophine', 'methadose', 'morphine', 'kadian', 'ms contin', 'morphabond', 'oxycodone', 'oxycontin', 'oxaydo', 'oxycodone and acetaminophen', 'percocet']","['codeine', 'oxycodone', 'fentanyl', 'meperidine', 'morphine', 'methadone']","['codeine', 'fentanyl', 'actiq', 'duragesic', 'fentora', 'abstral', 'onsolis', 'meperidine', 'methadone', 'dolophine', 'methadose', 'morphine', 'kadian', 'ms contin', 'morphabond', 'oxycodone', 'oxycontin', 'oxaydo', 'oxycodone and acetaminophen', 'percocet']","['methadone', 'codeine', 'fentanyl', 'morphine', 'oxycodone']","['codeine', 'fentanyl', 'duragesic', 'fentora', 'meperidine', 'demerol', 'methadone', 'morphine', 'ms contin', 'oxycodone', 'oxycontin', 'oxycodone']","['codeine', 'oxycodone', 'fentanyl', 'meperidine', 'morphine', 'methadone']","['codeine', 'fentanyl', 'actiq', 'duragesic', 'fentora', 'abstral', 'meperidine', 'methadone', 'dolophine', 'methadose', 'morphine', 'kadian', 'ms contin', 'oxycodone', 'oxycontin', 'oxycodone', 'percocet']","['codeine', 'oxycodone', 'fentanyl', 'meperidine', 'morphine', 'methadone']","['codeine', 'fentanyl', 'meperidine', 'methadone', 'morphine', 'oxycodone', 'oxycodone']","['codeine', 'oxycodone', 'fentanyl', 'meperidine', 'morphine', 'methadone']",21
"Skip Bayless Top 10 Drugs of choice when making this ridiculous list: 
1.) cocaine
2.)heroine 
3.)LSD
4.)bath salts
5.)acid
6.)meth
7.)Morphine
8.)ecstasy
9.)benzodiazepines
10.) THE WEED",T,42267,"['lsd', 'acid', 'meth', 'morphine', 'ecstasy', 'benzodiazepines', 'weed']","['delta-9-thc-cooh', 'methamphetamine', 'lsd', 'mdma', 'morphine', 'temazepam']","['lsd', 'meth', 'morphine', 'benzodiazepines']","['methamphetamine', 'lsd', 'morphine', 'temazepam']","['lsd', 'meth', 'morphine', 'ecstasy']","['methamphetamine', 'lsd', 'morphine', 'mdma']","['lsd', 'meth', 'morphine']","['methamphetamine', 'lsd', 'morphine']","['lsd', 'acid', 'meth', 'morphine', 'weed']","['methamphetamine', 'lsd', 'delta-9-thc-cooh', 'morphine']",7
"And you're so young. Sad.
Go swimming
Physical therapy
Get addicted to morphine
Get a script for liquid lorazepam
Mix them both in a cup and drink this every day
Get physically addicted
Get addicted to methadone
Quit all of it cold turkey
Basically be me years ago",T,42294,"['morphine', 'lorazepam', 'methadone', 'cold']","['methamphetamine', 'lorazepam', 'morphine', 'methadone']","['morphine', 'lorazepam', 'methadone']","['lorazepam', 'morphine', 'methadone']","['morphine', 'lorazepam', 'methadone']","['lorazepam', 'morphine', 'methadone']","['morphine', 'lorazepam', 'methadone']","['lorazepam', 'morphine', 'methadone']","['morphine', 'lorazepam', 'methadone', 'cold']","['methamphetamine', 'lorazepam', 'morphine', 'methadone']",4
between my neurontin and codeine RX's..... I'm loopy and Crocked.,T,42353,"['neurontin', ' codeine']","['pregabalin', 'codeine']","['neurontin', ' codeine']","['pregabalin', 'codeine']","['neurontin', 'codeine']","['codeine', 'gabapentin']","['neurontin', 'codeine']","['codeine', 'gabapentin']",['codeine'],['codeine'],2
"I've had patients in the hospice unit, s/p extubation who were kept very comfortable with, say morphine and lorazepam IV q4h atc. They hung on for days. Their families were given time to say goodbye.",F,42467,"['morphine', 'lorazepam', 'q4h']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']",3
We still have some Doctors not believing Fibromyalgia is a real illness. I attended a pain clinic 2015 and i saw for myself what pain that illness can cause and it was sad to watch. Out of the 30 people attending 16 had Fibromyalgia and many of them were on morphine,F,42552,"['fibromyalgia', 'fibromyalgia', 'morphine']","['pregabalin', 'morphine']","['fibromyalgia', 'fibromyalgia', 'morphine']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],3
"Good/bad news, Mali, glad no surgery, but hope pain doesn't get worse, as you might get addicted to the morphine meds.  I take tumeric capsules, someone told me to quit eating tomatoes, and use OTC pain creams & heat patches.",T,42609,"['morphine', 'capsules']","['pregabalin', 'morphine']","['morphine', 'capsules']","['pregabalin', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"Please continue to pray for little Roman. His symptoms continue to regress, and he's been in so much pain that they've had to increase his meds, & he's on morphine, gabapentin, and Ativan, plus 7 other meds. 😩He needs all the prayers he can get. Thank you. 💕",T,42615,"['morphine', 'gabapentin', 'ativan']","['lorazepam', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'ativan']","['lorazepam', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'ativan']","['lorazepam', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'ativan']","['lorazepam', 'morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",3
"7. The levels of fentanyl in Floyd's system are far higher than cases that have been declared an overdose nationally, (3 ng/ml vs 11 ng/ml in Floyd [plus norfentanyl and meth])
8. Floyd's drug dealer was in the car with him.
9. Floyd fell asleep in the car prior to police arrivin",T,43351,"['fentanyl', 'norfentanyl', ' meth']","['fentanyl', 'methamphetamine', 'norfentanyl']","['fentanyl', 'norfentanyl', ' meth']","['fentanyl', 'methamphetamine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'meth']","['fentanyl', 'methamphetamine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'meth']","['fentanyl', 'methamphetamine', 'norfentanyl']","['fentanyl', 'norfentanyl', 'meth']","['fentanyl', 'methamphetamine', 'norfentanyl']",3
